qid,name,favorability,critic_score,protonDB_rating,personal_interest,completion,favorability_weighted,critic_score_weighted,protonDB_rating_weighted,personal_interest_weighted,completion_weighted,final_score
Q1321049,X3: Terran Conflict,0.8410696802708051,0.73,0.9,1,0.0,0.33642787210832203,0.1971,n/a,0.2,0.0,0.6601750848974899
Q1190522,X: Beyond the Frontier,0.7033846827459371,0.67,0.9,1,0.0017066011331831523,0.28135387309837484,0.18090000000000003,n/a,0.2,0.0002218581473138098,0.5962281581211198
Q4053285,X-Tension,0.6988179784559733,0.0,0.9,1,0.0,0.2795271913823893,0.0,n/a,0.2,0.0,0.4315744722441504
Q1277009,Psychonauts,0.9462825531213845,0.88,0.9,1,0.0,0.37851302124855385,0.2376,n/a,0.2,0.0,0.7345017191236985
Q837923,Garry's Mod,0.9682974028513323,0.0,0.9,1,0.0,0.38731896114053294,0.0,n/a,0.2,0.0,0.5285870650264797
Q324871,Titan Quest,0.8434179322496592,0.77,1.0,1,0.0,0.33736717289986373,0.20790000000000003,n/a,0.2,0.0,0.7452671728998637
Q500851,Company of Heroes - Legacy Edition,0.9274602328483881,0.93,0.9,1,0.0,0.37098409313935526,0.25110000000000005,n/a,0.2,0.0,0.7398756838254199
Q1061708,"Warhammer 40,000: Dawn of War - Anniversary Edition ",0.9420808900655997,0.86,1.0,1,0.0,0.3768323560262399,0.23220000000000002,n/a,0.2,0.0,0.8090323560262398
Q1330808,"Warhammer 40,000: Dawn of War - Dark Crusade",0.9589068549719225,0.87,0.9,1,0.0,0.38356274198876905,0.23490000000000003,n/a,0.2,0.0,0.7366164677898922
Q2575966,Natural Selection 2,0.8446249272922384,0.8,1.0,1,0.0,0.3378499709168954,0.21600000000000003,n/a,0.2,0.0,0.7538499709168953
Q55295,STAR WARS™ Jedi Knight: Jedi Academy™,0.9566696385669069,0.81,0.9,1,0.03807850029291154,0.3826678554267628,0.21870000000000003,n/a,0.2,0.0049502050380785,0.7256862544183573
Q55298,STAR WARS™ Jedi Knight II: Jedi Outcast™,0.9028562797746209,0.89,1.0,1,0.0,0.36114251190984836,0.2403,n/a,0.2,0.0,0.8014425119098483
Q4049368,Shank,0.8933895095853721,0.71,1.0,1,0.0,0.3573558038341489,0.1917,n/a,0.2,0.0,0.7490558038341488
Q644793,Deus Ex: Game of the Year Edition,0.9444280332834368,0.9,1.0,1,0.543945199117613,0.37777121331337477,0.24300000000000002,n/a,0.2,0.07071287588528968,0.8914840891986646
Q795360,Thief: Deadly Shadows,0.7931282521296393,0.82,1.0,1,0.0,0.31725130085185577,0.2214,n/a,0.2,0.0,0.7386513008518558
Q665785,Tomb Raider: Legend,0.8659109641186401,0.8,1.0,1,0.0,0.3463643856474561,0.21600000000000003,n/a,0.2,0.0,0.762364385647456
Q2631793,Railroad Tycoon 3,0.7516705495509718,0.8,1.0,1,0.0,0.3006682198203887,0.21600000000000003,n/a,0.2,0.0,0.7166682198203886
Q580667,Tomb Raider: Anniversary,0.8069896244360636,0.77,1.0,1,0.025219298245614037,0.32279584977442544,0.20790000000000003,n/a,0.2,0.003278508771929825,0.7339743585463552
Q915860,Tomb Raider: Underworld,0.7546417278973014,0.76,0.9,1,0.0,0.3018566911589206,0.20520000000000002,n/a,0.2,0.0,0.6363510220430286
Q1114167,Just Cause 2,0.9031874832851877,0.81,0.9,1,0.0,0.3612749933140751,0.21870000000000003,n/a,0.2,0.0,0.7019774939826676
Q135448928,Strong Bad Episode 1: Homestar Ruiner,0.9044645705856753,0.0,0.9,1,0.0,0.36178582823427013,0.0,n/a,0.2,0.0,0.5056072454108431
Q135448929,Strong Bad Episode 2: Strong Badia the Free,0.7712040772176841,0.0,1.0,1,0.0,0.3084816308870737,0.0,n/a,0.2,0.0,0.5084816308870737
Q135448930,Strong Bad Episode 3: Baddest of the Bands,0.6803916324485767,0.0,1.0,1,0.0,0.2721566529794307,0.0,n/a,0.2,0.0,0.4721566529794307
Q135448931,Strong Bad Episode 4: Dangeresque 3,0.7283255295714138,0.0,0.9,1,0.0,0.29133021182856556,0.0,n/a,0.2,0.0,0.442197190645709
Q135448932,Strong Bad Episode 5: 8-Bit Is Enough,0.7177558259368491,0.82,0.9,1,0.0,0.28710233037473964,0.2214,n/a,0.2,0.0,0.6376520973372658
Q2074746,BioShock Infinite,0.9335284221352592,0.94,1.0,1,1.0,0.3734113688541037,0.2538,n/a,0.2,0.13,0.9572113688541036
Q2388343,Freedom Force,0.5270666136263232,0.9,1.0,1,0.0,0.21082664545052932,0.24300000000000002,n/a,0.2,0.0,0.6538266454505293
Q2440,Freedom Force vs. the 3rd Reich,0.8154011724008583,0.86,0.75,1,0.0,0.32616046896034334,0.23220000000000002,n/a,0.2,0.0,0.5687703517202576
Q2385,Sid Meier's Civilization V,0.9550377396510237,0.9,0.9,1,0.14516172470442487,0.3820150958604095,0.24300000000000002,n/a,0.2,0.018871024211575233,0.7594975080647862
Q893423,Borderlands GOTY,0.8938570638096184,0.84,0.9,1,1.0,0.35754282552384736,0.2268,n/a,0.2,0.13,0.8229085429714627
Q1154938,"Warhammer 40,000: Dawn of War - Winter Assault",0.8666277129904127,0.85,1.0,1,0.0,0.3466510851961651,0.2295,n/a,0.2,0.0,0.776151085196165
Q923500,Company of Heroes: Opposing Fronts,0.9013147735649658,0.87,1.0,1,0.0,0.36052590942598634,0.23490000000000003,n/a,0.2,0.0,0.7954259094259863
Q1367520,"Warhammer 40,000: Dawn of War - Soulstorm",0.9465175148531026,0.0,1.0,1,0.0,0.3786070059412411,0.0,n/a,0.2,0.0,0.5786070059412411
Q473852,Prototype,0.7967050760935157,0.78,1.0,1,0.2181818181818182,0.3186820304374063,0.2106,n/a,0.2,0.028363636363636365,0.7576456668010427
Q1187668,Overlord,0.9293651094083887,0.76,0.9,1,0.0,0.3717460437633555,0.20520000000000002,n/a,0.2,0.0,0.69925143938702
Q758900,Audiosurf,0.9529150473352649,0.85,0.9,1,0.2236770321876705,0.38116601893410595,0.2295,n/a,0.2,0.029078014184397163,0.7557696298066529
Q200864,Assassin's Creed,0.8017533495676283,0.81,1.0,1,1.0,0.32070133982705135,0.21870000000000003,n/a,0.2,0.13,0.8694013398270514
Q926355,"Warhammer 40,000: Dawn of War II - Anniversary Edition",0.8720714871236009,0.85,1.0,1,0.2724795640326976,0.3488285948494404,0.2295,n/a,0.2,0.035422343324250684,0.8137509381736912
Q1777409,F.E.A.R. 2: Project Origin,0.8403965102813203,0.77,1.0,1,0.21431305013394564,0.3361586041125282,0.20790000000000003,n/a,0.2,0.027860696517412933,0.7719193006299411
Q2659257,Global Agenda,0.8245664878321459,0.7,0.75,1,0.04734591876674796,0.3298265951328584,0.189,n/a,0.2,0.0061549694396772344,0.5437361734294016
Q526350,Mirror's Edge,0.8737703626056693,0.79,1.0,1,0.0,0.34950814504226774,0.21330000000000002,n/a,0.2,0.0,0.7628081450422677
Q275960,Mass Effect (2007),0.9325038123037664,0.91,1.0,1,0.026502830984218767,0.3730015249215066,0.24570000000000003,n/a,0.2,0.00344536802794844,0.8221468929494551
Q729074,Dead Space (2008),0.9153727651608988,0.89,1.0,1,0.015491866769945779,0.3661491060643596,0.2403,n/a,0.2,0.0020139426800929515,0.8084630487444524
Q31728109,"On the Rain-Slick Precipice of Darkness, Episode One",0.8585579534083129,0.0,1.0,1,0.0,0.34342318136332517,0.0,n/a,0.2,0.0,0.5434231813633252
Q31728164,"On the Rain-Slick Precipice of Darkness, Episode Two",0.7939430617334484,0.0,1.0,1,0.0,0.3175772246933794,0.0,n/a,0.2,0.0,0.5175772246933794
Q489583,And Yet It Moves,0.6768879393506403,0.83,1.0,1,0.0,0.27075517574025615,0.2241,n/a,0.2,0.0,0.6948551757402561
Q852583,Prince of Persia,0.7744755736470516,0.0,0.9,1,0.011761938367442954,0.3097902294588206,0.0,n/a,0.2,0.0015290519877675841,0.46018735330192934
Q2446562,Company of Heroes: Tales of Valor,0.9148006984550082,0.7,0.9,1,0.0,0.36592027938200333,0.189,n/a,0.2,0.0,0.679428251443803
Q1051585,"Warhammer 40,000: Dawn of War II - Chaos Rising",0.898897053470078,0.84,0.75,1,0.0,0.3595588213880312,0.2268,n/a,0.2,0.0,0.5897691160410234
Q917272,The Witcher 2: Assassins of Kings Enhanced Edition,0.8975668502575503,0.88,1.0,1,0.024538106235565817,0.35902674010302016,0.2376,n/a,0.2,0.0031899538106235563,0.7998166939136439
Q74545,LEGO® Batman™: The Videogame,0.8902756274141843,0.76,0.9,1,0.0,0.3561102509656737,0.20520000000000002,n/a,0.2,0.0,0.6851792258691064
Q817163,F.E.A.R.,0.9333450806708578,0.88,1.0,1,0.0,0.3733380322683431,0.2376,n/a,0.2,0.0,0.810938032268343
Q2004413,F.E.A.R. 3,0.6996917869335967,0.75,1.0,1,0.0,0.2798767147734387,0.2025,n/a,0.2,0.0,0.6823767147734388
Q775655,F.E.A.R.: Extraction Point,0.8552893633100598,0.0,0.75,1,0.0,0.34211574532402395,0.0,n/a,0.2,0.0,0.40658680899301797
Q2569879,F.E.A.R.: Perseus Mandate,0.8434711746174999,0.61,0.9,1,0.0,0.337388469847,0.1647,n/a,0.2,0.0,0.6318796228623
Q1067207,LEGO® Harry Potter: Years 1-4,0.8640386235669895,0.79,0.9,1,0.019201228878648235,0.3456154494267958,0.21330000000000002,n/a,0.2,0.0024961597542242707,0.685270448262918
Q637312,World of Goo,0.9383704735948607,0.9,1.0,1,0.0,0.3753481894379443,0.24300000000000002,n/a,0.2,0.0,0.8183481894379443
Q718448,The Elder Scrolls III: Morrowind,0.9500888262577364,0.87,1.0,1,0.010159697748991968,0.3800355305030946,0.23490000000000003,n/a,0.2,0.001320760707368956,0.8162562912104635
Q49607,The Elder Scrolls IV: Oblivion Game of the Year Edition (2009),0.9485234895329548,0.94,1.0,1,0.906394846413701,0.37940939581318195,0.2538,n/a,0.2,0.11783133003378114,0.951040725846963
Q753749,Fallout: New Vegas,0.9591854930007674,0.84,1.0,1,1.0,0.383674197200307,0.2268,n/a,0.2,0.13,0.9404741972003069
Q3570057,Worms Reloaded,0.8631108175779537,0.79,1.0,1,0.047046120623168285,0.3452443270311815,0.21330000000000002,n/a,0.2,0.006115995681011877,0.7646603227121934
Q725057,Mass Effect 2 (2010),0.937051540565018,0.96,0.9,1,1.0,0.37482061622600726,0.2592,n/a,0.2,0.13,0.8676185546034066
Q2981867,Cogs,0.8607685695133782,0.73,0.0,1,0.0,0.3443074278053513,0.1971,n/a,0.2,0.0,0.0
Q897376,Braid,0.9270378414060664,0.93,0.9,1,0.0,0.3708151365624266,0.25110000000000005,n/a,0.2,0.0,0.739723622906184
Q1139201,Crayon Physics Deluxe,0.8395699160245679,0.79,1.0,1,0.0749063670411985,0.33582796640982715,0.21330000000000002,n/a,0.2,0.009737827715355805,0.758865794125183
Q286737,The Path,0.7623550799482087,0.79,0.75,1,0.02961082910321489,0.3049420319792835,0.21330000000000002,n/a,0.2,0.003849407783417936,0.541568579822026
Q642107,Deus Ex: Human Revolution,0.9910758911162194,0.89,0.9,1,1.0,0.3964303564464878,0.2403,n/a,0.2,0.13,0.8700573208018391
Q1495152,Osmos,0.8415245831042271,0.8,1.0,1,0.0,0.33660983324169086,0.21600000000000003,n/a,0.2,0.0,0.7526098332416908
Q66823427,Sam & Max 301: The Penal Zone,0.8740384790017479,0.0,0.9,1,0.0,0.3496153916006992,0.0,n/a,0.2,0.0,0.49465385244062926
Q107424266,Sam & Max 302: The Tomb of Sammun-Mak,0.7857180674970731,0.0,1.0,1,0.0,0.31428722699882927,0.0,n/a,0.2,0.0,0.5142872269988292
Q107424267,Sam & Max 303: They Stole Max's Brain!,0.8251276663627339,0.0,1.0,1,0.0,0.3300510665450936,0.0,n/a,0.2,0.0,0.5300510665450936
Q107424269,Sam & Max 304: Beyond the Alley of the Dolls,0.8050790434713212,0.0,1.0,1,0.0,0.3220316173885285,0.0,n/a,0.2,0.0,0.5220316173885284
Q107424270,Sam & Max 305: The City that Dares not Sleep,0.8407538217792032,0.0,1.0,1,0.0,0.3363015287116813,0.0,n/a,0.2,0.0,0.5363015287116812
Q2127932,Puzzle Agent,0.8792601049140089,0.7,1.0,1,0.0,0.35170404196560356,0.189,n/a,0.2,0.0,0.7407040419656035
Q1963135,Poker Night at the Inventory (2010 Original Version),0.8936042766557184,0.77,1.0,1,0.0,0.35744171066228736,0.20790000000000003,n/a,0.2,0.0,0.7653417106622873
Q613511,Back to the Future: Ep 1 - It's About Time,0.8697485342551835,0.66,1.0,1,0.0,0.34789941370207345,0.17820000000000003,n/a,0.2,0.0,0.7260994137020735
Q725902,STAR WARS™ Knights of the Old Republic™,0.9079834097440467,0.94,0.9,1,0.04603044389754808,0.3631933638976187,0.2538,n/a,0.2,0.005983957706681251,0.74067958944387
Q55291,STAR WARS™ Jedi Knight: Dark Forces II,0.7914795946434773,0.91,1.0,1,0.0,0.3165918378573909,0.24570000000000003,n/a,0.2,0.0,0.7622918378573909
Q55301,STAR WARS™ Jedi Knight: Mysteries of the Sith™,0.6338440452512399,0.0,1.0,1,0.0,0.25353761810049597,0.0,n/a,0.2,0.0,0.453537618100496
Q55287,STAR WARS™: Dark Forces,0.874806922716309,0.0,1.0,1,0.018080210387902692,0.34992276908652364,0.0,n/a,0.2,0.00235042735042735,0.5522731964369509
Q55214,LEGO® Star Wars™: The Complete Saga,0.9648961263548524,0.78,1.0,1,0.1815323041738136,0.385958450541941,0.2106,n/a,0.2,0.023599199542595768,0.8201576500845368
Q55228,LEGO® Star Wars™ III: The Clone Wars™,0.9430674291260605,0.75,0.9,1,0.0,0.3772269716504242,0.2025,n/a,0.2,0.0,0.7017542744853819
Q1440462,The Lord of the Rings: War in the North,0.8078922761461506,0.61,1.0,1,1.0,0.32315691045846023,0.1647,n/a,0.2,0.13,0.8178569104584602
Q907508,Tom Clancy's Splinter Cell: Conviction,0.7099405864719974,0.85,1.0,1,0.0,0.283976234588799,0.2295,n/a,0.2,0.0,0.713476234588799
Q211735,Assassin's Creed II,0.8919928312075103,0.9,1.0,1,0.30871284602627885,0.35679713248300415,0.24300000000000002,n/a,0.2,0.040132669983416254,0.8399298024664205
Q917588,Prince of Persia: The Forgotten Sands,0.6898121809168181,0.74,1.0,1,0.0,0.27592487236672725,0.1998,n/a,0.2,0.0,0.6757248723667273
Q746228,Batman: Arkham Asylum GOTY Edition,0.9620191118195275,0.92,1.0,1,0.4314204314204314,0.38480764472781104,0.24840000000000004,n/a,0.2,0.056084656084656084,0.8892923008124672
Q2632229,Trine 2,0.9497928705724394,0.84,1.0,1,0.6686798964624676,0.3799171482289758,0.2268,n/a,0.2,0.08692838654012079,0.8936455347690967
Q914334,Toki Tori,0.8637119550298339,0.79,1.0,1,1.0,0.34548478201193356,0.21330000000000002,n/a,0.2,0.13,0.8887847820119336
Q3047547,EDGE,0.9075072983853746,0.0,1.0,1,0.0,0.36300291935414986,0.0,n/a,0.2,0.0,0.5630029193541499
Q1513013,Risen,0.8822225143987604,0.6,1.0,1,0.0,0.3528890057595042,0.162,n/a,0.2,0.0,0.7148890057595043
Q1784048,Super Meat Boy,0.940272090715931,0.9,1.0,1,0.015550676911818514,0.3761088362863724,0.24300000000000002,n/a,0.2,0.002021587998536407,0.8211304242849089
Q2636097,Serious Sam 3: BFE,0.8782344618598841,0.72,0.9,1,0.0,0.3512937847439537,0.19440000000000002,n/a,0.2,0.0,0.6711244062695584
Q4040378,Hammerfight,0.7101554631762785,0.0,0.9,1,0.0,0.2840621852705114,0.0,n/a,0.2,0.0,0.4356559667434603
Q201792,Torchlight,0.9000257267317379,0.81,1.0,1,0.0,0.3600102906926952,0.21870000000000003,n/a,0.2,0.0,0.7787102906926953
Q3115716,Gratuitous Space Battles,0.6723991584556075,0.72,0.5,1,0.5903866248693835,0.26895966338224303,0.19440000000000002,n/a,0.2,0.07675026123301987,0.37005496230763146
Q7715624,The Bard's Tale,0.7283580828798182,0.0,0.75,1,0.0,0.2913432331519273,0.0,n/a,0.2,0.0,0.3685074248639455
Q1416194,Magicka,0.8501860906885764,0.74,0.9,1,0.28102564102564104,0.3400744362754306,0.1998,n/a,0.2,0.036533333333333334,0.6987669926478876
Q162751,Metro 2033,0.9234207623181446,0.77,1.0,1,0.06904170118751726,0.36936830492725786,0.20790000000000003,n/a,0.2,0.008975421154377244,0.7862437260816352
Q569898,Metro: Last Light Complete Edition,0.9334457871644217,0.82,0.9,1,0.01095690284879474,0.3733783148657687,0.2214,n/a,0.2,0.0014243973703433163,0.7165824410125009
Q842431,Dead Space 2,0.9369732690278711,0.57,1.0,1,0.08260869565217391,0.3747893076111485,0.1539,n/a,0.2,0.010739130434782609,0.7394284380459311
Q1339030,LIMBO,0.9205129358444262,0.9,1.0,1,0.0,0.3682051743377705,0.24300000000000002,n/a,0.2,0.0,0.8112051743377706
Q677351,Assassin's Creed Brotherhood,0.8801161425531516,0.89,0.9,1,0.0,0.3520464570212607,0.2403,n/a,0.2,0.0,0.7131118113191346
Q2796462,Greed Corp,0.8303098972832443,0.79,1.0,1,0.0,0.33212395891329777,0.21330000000000002,n/a,0.2,0.0,0.7454239589132978
Q6730529,Magic: The Gathering — Duels of the Planeswalkers 2012,0.8566028112886147,0.0,0.9,1,0.08462211847096585,0.3426411245154459,0.0,n/a,0.2,0.01100087540122556,0.49827779992500426
Q893422,Borderlands 2,0.8938841821700271,0.89,1.0,1,1.0,0.3575536728680109,0.2403,n/a,0.2,0.13,0.9278536728680108
Q2892925,Beat Hazard,0.940805797925311,0.7,1.0,1,0.04809013465237703,0.37632231917012443,0.189,n/a,0.2,0.0062517175048090136,0.7715740366749334
Q59154,Mafia II (Classic),0.9366815817879053,0.74,1.0,1,0.0,0.37467263271516216,0.1998,n/a,0.2,0.0,0.7744726327151621
Q962443,Spec Ops: The Line,0.931782844652331,0.76,1.0,1,0.0,0.3727131378609324,0.20520000000000002,n/a,0.2,0.0,0.7779131378609325
Q1166313,Darksiders,0.8857487158212632,0.83,0.9,1,0.0,0.35429948632850533,0.2241,n/a,0.2,0.0,0.7005595376956548
Q2560167,Red Faction: Armageddon,0.7149054489734231,0.71,0.9,1,0.0,0.28596217958936926,0.1917,n/a,0.2,0.0,0.6098959616304325
Q1801455,Saints Row: The Third,0.9549536884979175,0.84,0.9,1,0.12610646295622652,0.38198147539916705,0.2268,n/a,0.2,0.01639384018430945,0.7426577840251289
Q1086249,"Warhammer 40,000: Dawn of War II - Retribution",0.8990275054938227,0.0,0.9,1,0.0,0.3596110021975291,0.0,n/a,0.2,0.0,0.5036499019777763
Q22986,Amnesia: The Dark Descent,0.9434569280733804,0.85,1.0,1,0.0,0.3773827712293522,0.2295,n/a,0.2,0.0,0.8068827712293523
Q4973485,Broken Sword 1 - Shadow of the Templars: Director's Cut (2009),0.9223262334460696,0.74,1.0,1,0.0,0.36893049337842787,0.1998,n/a,0.2,0.0,0.7687304933784278
Q962129,Duke Nukem Forever,0.6843362287035706,0.49,1.0,1,0.0,0.27373449148142825,0.1323,n/a,0.2,0.0,0.6060344914814282
Q2462284,Blood Bowl: Legendary Edition,0.7284468463597683,0.73,0.9,1,0.0,0.29137873854390733,0.1971,n/a,0.2,0.0,0.6196308646895166
Q2085997,Wargame: European Escalation,0.7649155695925837,0.81,0.9,1,0.0,0.3059662278370335,0.21870000000000003,n/a,0.2,0.0,0.6521996050533302
Q5874537,HOARD,0.7844583043481772,0.65,0.0,1,0.0,0.3137833217392709,0.17550000000000002,n/a,0.2,0.0,0.0
Q2904848,BIT.TRIP BEAT,0.7779857390344076,0.8,1.0,1,0.0,0.31119429561376305,0.21600000000000003,n/a,0.2,0.0,0.7271942956137631
Q2904853,BIT.TRIP RUNNER,0.8455799912792422,0.76,0.9,1,0.0,0.3382319965116969,0.20520000000000002,n/a,0.2,0.0,0.6690887968605272
Q766077,Dungeon Defenders,0.9280376534132417,0.77,0.9,1,0.0,0.3712150613652967,0.20790000000000003,n/a,0.2,0.0,0.701203555228767
Q4053292,The Bureau: XCOM Declassified,0.6931972683471485,0.66,1.0,1,0.0,0.2772789073388594,0.17820000000000003,n/a,0.2,0.0,0.6554789073388594
Q245749,The Darkness II,0.911884579353569,0.8,1.0,1,0.0,0.3647538317414276,0.21600000000000003,n/a,0.2,0.0,0.7807538317414275
Q5766,VVVVVV,0.9583110026435715,0.83,1.0,1,0.0,0.3833244010574286,0.2241,n/a,0.2,0.0,0.8074244010574285
Q16273337,Evochron Mercenary,0.7289148601533932,0.7,0.75,1,0.0,0.29156594406135733,0.189,n/a,0.2,0.0,0.510424458046018
Q323862,The Elder Scrolls V: Skyrim,0.947161243256937,0.96,0.9,1,1.0,0.3788644973027748,0.2592,n/a,0.2,0.13,0.8712580475724974
Q2067185,Anomaly Warzone Earth,0.8598687619884181,0.8,1.0,1,0.0,0.3439475047953673,0.21600000000000003,n/a,0.2,0.0,0.7599475047953672
Q2617354,Sanctum,0.8823549541617397,0.7,1.0,1,0.37980589772303097,0.3529419816646959,0.189,n/a,0.2,0.04937476670399403,0.7913167483686899
Q3492558,SpaceChem,0.9137553704809217,0.84,0.9,1,0.10440562319863537,0.3655021481923687,0.2268,n/a,0.2,0.0135727310158226,0.7252873912873721
Q3161507,Jamestown,0.9304118713009719,0.81,1.0,1,0.0,0.3721647485203888,0.21870000000000003,n/a,0.2,0.0,0.7908647485203888
Q4034780,Back to the Future: Ep 2 - Get Tannen!,0.8333517476611362,0.74,1.0,1,0.0,0.3333406990644545,0.1998,n/a,0.2,0.0,0.7331406990644544
Q4034779,Back to the Future: Ep 3 - Citizen Brown,0.8475531201326707,0.71,1.0,1,0.0,0.3390212480530683,0.1917,n/a,0.2,0.0,0.7307212480530683
Q4034782,Back to the Future: Ep 4 - Double Visions,0.8300686944284675,0.71,1.0,1,0.0,0.332027477771387,0.1917,n/a,0.2,0.0,0.7237274777713871
Q4034783,Back to the Future: Ep 5 - OUTATIME,0.8585913843139413,0.75,1.0,1,0.0,0.3434365537255766,0.2025,n/a,0.2,0.0,0.7459365537255767
Q6093497,Puzzle Agent 2,0.8528423623751064,0.63,1.0,1,0.0,0.34113694495004254,0.1701,n/a,0.2,0.0,0.7112369449500426
Q16266664,Solar 2,0.8969121744860892,0.72,1.0,1,0.0,0.35876486979443567,0.19440000000000002,n/a,0.2,0.0,0.7531648697944358
Q4039041,Frozen Synapse,0.8124653781714416,0.85,1.0,1,0.026746907388833167,0.32498615126857666,0.2295,n/a,0.2,0.003477097960548312,0.7579632492291251
Q2782635,Dungeons of Dredmor,0.9317012572186544,0.79,0.9,1,0.0,0.3726805028874618,0.21330000000000002,n/a,0.2,0.0,0.7073824525987157
Q29884355,NightSky,0.8655758788656513,0.75,1.0,1,0.0,0.3462303515462606,0.2025,n/a,0.2,0.0,0.7487303515462607
Q940775,Kingdoms of Amalur: Reckoning™,0.8734780194338085,0.8,1.0,1,0.0002865165320038966,0.34939120777352345,0.21600000000000003,n/a,0.2,3.724714916050656e-05,0.765428454922684
Q1067214,Orcs Must Die!,0.9545286098497081,0.79,1.0,1,0.0,0.38181144393988325,0.21330000000000002,n/a,0.2,0.0,0.7951114439398832
Q332697,Terraria,0.973627237350726,0.81,1.0,1,0.16453084274543875,0.3894508949402904,0.21870000000000003,n/a,0.2,0.02138900955690704,0.8295399044971975
Q810662,Bastion,0.9506617875736729,0.86,1.0,1,0.0,0.3802647150294692,0.23220000000000002,n/a,0.2,0.0,0.8124647150294693
Q71729150,Breath of Death VII ,0.8175035405077455,0.0,1.0,1,0.0,0.32700141620309825,0.0,n/a,0.2,0.0,0.5270014162030983
Q22662941,Cthulhu Saves the World ,0.9083680975980205,0.78,0.9,1,0.0,0.36334723903920824,0.2106,n/a,0.2,0.0,0.6965525151352874
Q7800668,Ticket to Ride,0.8458058568401277,0.7,0.9,1,0.0,0.3383223427360511,0.189,n/a,0.2,0.0,0.654590108462446
Q671152,Crysis 2 Maximum Edition,0.8476117638598419,0.84,1.0,1,0.1625,0.3390447055439368,0.2268,n/a,0.2,0.021125,0.7869697055439367
Q3467448,Guardians of Middle-earth,0.22126620790711432,0.71,1.0,1,0.0,0.08850648316284573,0.1917,n/a,0.2,0.0,0.48020648316284575
Q3320085,Monaco,0.8993629106038211,0.83,0.9,1,0.0,0.35974516424152847,0.2241,n/a,0.2,0.0,0.7054606478173757
Q288811,Batman: Arkham City GOTY,0.9603288516173777,0.94,1.0,1,0.0,0.3841315406469511,0.2538,n/a,0.2,0.0,0.8379315406469512
Q26097,XCOM: Enemy Unknown,0.9298369642928694,0.89,1.0,1,0.07290294246815986,0.3719347857171478,0.2403,n/a,0.2,0.009477382520860781,0.8217121682380085
Q226805,Torchlight II,0.9240244993514113,0.88,1.0,1,1.0,0.3696097997405645,0.2376,n/a,0.2,0.13,0.9372097997405645
Q1051853,Cave Story+,0.9232620066477831,0.88,0.9,1,0.0,0.36930480265911325,0.2376,n/a,0.2,0.0,0.7262143223932019
Q14124718,X3: Albion Prelude,0.9121116769558876,0.75,0.75,1,0.0,0.36484467078235505,0.2025,n/a,0.2,0.0,0.5755085030867663
Q13220119,Toki Tori 2+,0.8294880003023625,0.76,1.0,1,0.0,0.331795200120945,0.20520000000000002,n/a,0.2,0.0,0.736995200120945
