qid,name,favorability,critic_score,protonDB_rating,personal_interest,completion,favorability_weighted,critic_score_weighted,protonDB_rating_weighted,personal_interest_weighted,completion_weighted,final_score
Q2575966,Natural Selection 2,0.8446249272922384,0.8,1.0,0,0.0,0.3378499709168954,0.21600000000000003,n/a,0.0,0.0,0.5538499709168954
Q55295,STAR WARS™ Jedi Knight: Jedi Academy™,0.9565971014722648,0.81,0.9,0,0.03807850029291154,0.38263884058890596,0.21870000000000003,n/a,0.0,0.0049502050380785,0
Q55298,STAR WARS™ Jedi Knight II: Jedi Outcast™,0.9028760224429381,0.89,1.0,0,0.0,0.36115040897717526,0.2403,n/a,0.0,0.0,0.6014504089771753
Q4049368,Shank,0.8933630516793353,0.71,1.0,0,0.0,0.35734522067173413,0.1917,n/a,0.0,0.0,0.5490452206717341
Q644793,Deus Ex: Game of the Year Edition,0.9444352272939479,0.9,1.0,0,0.543945199117613,0.3777740909175792,0.24300000000000002,n/a,0.0,0.07071287588528968,0
Q795360,Thief: Deadly Shadows,0.7931282521296393,0.82,1.0,0,0.0,0.31725130085185577,0.2214,n/a,0.0,0.0,0.5386513008518558
Q665785,Tomb Raider: Legend,0.8659333317817429,0.8,1.0,0,0.0,0.3463733327126972,0.21600000000000003,n/a,0.0,0.0,0.5623733327126972
Q2631793,Railroad Tycoon 3,0.7516705495509718,0.8,1.0,0,0.0,0.3006682198203887,0.21600000000000003,n/a,0.0,0.0,0
Q580667,Tomb Raider: Anniversary,0.8068499571936583,0.77,1.0,0,0.025219298245614037,0.3227399828774633,0.20790000000000003,n/a,0.0,0.003278508771929825,0.5339184916493931
Q915860,Tomb Raider: Underworld,0.7547497687010929,0.76,0.9,0,0.0,0.30189990748043716,0.20520000000000002,n/a,0.0,0.0,0.4563899167323935
Q1114167,Just Cause 2,0.9031931262778692,0.81,0.9,0,0.0,0.3612772505111477,0.21870000000000003,n/a,0.0,0.0,0.5219795254600329
Q135448928,Strong Bad Episode 1: Homestar Ruiner,0.9044645705856753,0,0.9,0,0.0,0.36178582823427013,0.0,n/a,0.0,0.0,0
Q135448929,Strong Bad Episode 2: Strong Badia the Free,0.7712040772176841,0,1.0,0,0.0,0.3084816308870737,0.0,n/a,0.0,0.0,0
Q135448930,Strong Bad Episode 3: Baddest of the Bands,0.6803916324485767,0,1.0,0,0.0,0.2721566529794307,0.0,n/a,0.0,0.0,0
Q135448931,Strong Bad Episode 4: Dangeresque 3,0.7283255295714138,0,0.9,0,0.0,0.29133021182856556,0.0,n/a,0.0,0.0,0
Q135448932,Strong Bad Episode 5: 8-Bit Is Enough,0.7177558259368491,0.82,0.9,0,0.0,0.28710233037473964,0.2214,n/a,0.0,0.0,0
Q2074746,BioShock Infinite,0.933524202504843,0.94,1.0,0,1,0.3734096810019372,0.2538,n/a,0.0,0.13,0.7572096810019372
Q2388343,Freedom Force,0.5270666136263232,0.9,1.0,0,0.0,0.21082664545052932,0.24300000000000002,n/a,0.0,0.0,0.4538266454505293
Q2440,Freedom Force vs. the 3rd Reich,0.8154011724008583,0.86,0.75,0,0.0,0.32616046896034334,0.23220000000000002,n/a,0.0,0.0,0.41877035172025756
Q2385,Sid Meier's Civilization V,0.9550352838868988,0.9,0.9,0,0.14516172470442487,0.38201411355475956,0.24300000000000002,n/a,0.0,0.018871024211575233,0
Q893423,Borderlands GOTY,0.8938822949953512,0.84,0.9,0,1,0.3575529179981405,0.2268,n/a,0.0,0.13,0
Q1154938,"Warhammer 40,000: Dawn of War - Winter Assault",0.866680465588388,0.85,1.0,0,0.0,0.34667218623535523,0.2295,n/a,0.0,0.0,0
Q923500,Company of Heroes: Opposing Fronts,0.9013147735649658,0.87,1.0,0,0.0,0.36052590942598634,0.23490000000000003,n/a,0.0,0.0,0.5954259094259864
Q1367520,"Warhammer 40,000: Dawn of War - Soulstorm",0.9465204170012562,0,1.0,0,0.0,0.3786081668005025,0.0,n/a,0.0,0.0,0
Q473852,Prototype,0.7967195940131262,0.78,1.0,0,0.2181818181818182,0.3186878376052505,0.2106,n/a,0.0,0.028363636363636365,0.5576514739688869
Q1187668,Overlord,0.9293651094083887,0.76,0.9,0,0.0,0.3717460437633555,0.20520000000000002,n/a,0.0,0.0,0.51925143938702
Q758900,Audiosurf,0.9529150473352649,0.85,0.9,0,0.2236770321876705,0.38116601893410595,0.2295,n/a,0.0,0.029078014184397163,0.5757696298066528
Q200864,Assassin's Creed,0.8017684409247472,0.81,1.0,0,1,0.3207073763698989,0.21870000000000003,n/a,0.0,0.13,0
Q926355,"Warhammer 40,000: Dawn of War II - Anniversary Edition",0.8718768883580038,0.85,1.0,0,0.2724795640326976,0.34875075534320155,0.2295,n/a,0.0,0.035422343324250684,0.6136730986674522
Q1777409,F.E.A.R. 2: Project Origin,0.8404304168055168,0.77,1.0,0,0.21431305013394564,0.33617216672220673,0.20790000000000003,n/a,0.0,0.027860696517412933,0
Q2659257,Global Agenda,0.8245664878321459,0.7,0.75,0,0.04734591876674796,0.3298265951328584,0.189,n/a,0.0,0.0061549694396772344,0.39373617342940165
Q526350,Mirror's Edge,0.8737703626056693,0.79,1.0,0,0.0,0.34950814504226774,0.21330000000000002,n/a,0.0,0.0,0.5628081450422677
Q275960,Mass Effect (2007),0.9325038123037664,0.91,1.0,0,0.026502830984218767,0.3730015249215066,0.24570000000000003,n/a,0.0,0.00344536802794844,0
Q729074,Dead Space (2008),0.915384470333205,0.89,1.0,0,0.015491866769945779,0.36615378813328203,0.2403,n/a,0.0,0.0020139426800929515,0
Q31728109,"On the Rain-Slick Precipice of Darkness, Episode One",0.860602799930795,0,1.0,0,0.0,0.34424111997231804,0.0,n/a,0.0,0.0,0
Q31728164,"On the Rain-Slick Precipice of Darkness, Episode Two",0.7939430617334484,0,1.0,0,0.0,0.3175772246933794,0.0,n/a,0.0,0.0,0
Q489583,And Yet It Moves,0.6768879393506403,0.83,1.0,0,0.0,0.27075517574025615,0.2241,n/a,0.0,0.0,0.49485517574025617
Q852583,Prince of Persia,0.7741163534231211,0,0.9,0,0.011761938367442954,0.30964654136924846,0.0,n/a,0.0,0.0015290519877675841,0.28005803402131446
Q2446562,Company of Heroes: Tales of Valor,0.9148006984550082,0.7,0.9,0,0.0,0.36592027938200333,0.189,n/a,0.0,0.0,0.49942825144380304
Q1051585,"Warhammer 40,000: Dawn of War II - Chaos Rising",0.8989257558635677,0.84,0.75,0,0.0,0.3595703023454271,0.2268,n/a,0.0,0.0,0.43977772675907034
Q917272,The Witcher 2: Assassins of Kings Enhanced Edition,0.8975681553222461,0.88,1.0,0,0.024538106235565817,0.35902726212889846,0.2376,n/a,0.0,0.0031899538106235563,0.5998172159395221
Q74545,LEGO® Batman™: The Videogame,0.8902825547991507,0.76,0.9,0,0.0,0.3561130219196603,0.20520000000000002,n/a,0.0,0.0,0.5051817197276943
Q817163,F.E.A.R.,0.9333192868813739,0.88,1.0,0,0.0,0.37332771475254956,0.2376,n/a,0.0,0.0,0
Q2004413,F.E.A.R. 3,0.6997358666034602,0.75,1.0,0,0,0.2798943466413841,0.2025,n/a,0.0,0.0,0
Q775655,F.E.A.R.: Extraction Point,0.8547902432297863,0,0.75,0,0,0.3419160972919145,0.0,n/a,0.0,0.0,0
Q2569879,F.E.A.R.: Perseus Mandate,0.8434711746174999,0.61,0.9,0,0.0,0.337388469847,0.1647,n/a,0.0,0.0,0
Q1067207,LEGO® Harry Potter: Years 1-4,0.8640386235669895,0.79,0.9,0,0.019201228878648235,0.3456154494267958,0.21330000000000002,n/a,0.0,0.0024961597542242707,0.5052704482629181
Q637312,World of Goo,0.9383987082140981,0.9,1.0,0,0.0,0.3753594832856393,0.24300000000000002,n/a,0.0,0.0,0.6183594832856393
Q718448,The Elder Scrolls III: Morrowind,0.9500923682344397,0.87,1.0,0,0.010159697748991968,0.3800369472937759,0.23490000000000003,n/a,0.0,0.001320760707368956,0
Q49607,The Elder Scrolls IV: Oblivion Game of the Year Edition (2009),0.9485457964671472,0.94,1.0,0,0.906394846413701,0.3794183185868589,0.2538,n/a,0.0,0.11783133003378114,0
Q753749,Fallout: New Vegas,0.9591838383997905,0.84,1.0,0,1,0.3836735353599162,0.2268,n/a,0.0,0.13,0
Q3570057,Worms Reloaded,0.8631108175779537,0.79,1.0,0,0.047046120623168285,0.3452443270311815,0.21330000000000002,n/a,0.0,0.006115995681011877,0.5646603227121934
Q725057,Mass Effect 2 (2010),0.9370555820293801,0.96,0.9,0,1,0.3748222328117521,0.2592,n/a,0.0,0.13,0
Q2981867,Cogs,0.8606185314135061,0.73,0.0,0,0.0,0.3442474125654025,0.1971,n/a,0.0,0.0,0.0
Q897376,Braid,0.9270378414060664,0.93,0.9,0,0.0,0.3708151365624266,0.25110000000000005,n/a,0.0,0.0,0.559723622906184
Q1139201,Crayon Physics Deluxe,0.8395699160245679,0.79,1.0,0,0.0749063670411985,0.33582796640982715,0.21330000000000002,n/a,0.0,0.009737827715355805,0.558865794125183
Q286737,The Path,0.7623550799482087,0.79,0.75,0,0.02961082910321489,0.3049420319792835,0.21330000000000002,n/a,0.0,0.003849407783417936,0.3915685798220261
Q642107,Deus Ex: Human Revolution,0.9910758911162194,0.89,0.9,0,1,0.3964303564464878,0.2403,n/a,0.0,0.13,0
Q1495152,Osmos,0.8415245831042271,0.8,1.0,0,0.0,0.33660983324169086,0.21600000000000003,n/a,0.0,0.0,0.5526098332416909
Q66823427,Sam & Max 301: The Penal Zone,0.8740384790017479,0,0.9,0,0,0.3496153916006992,0.0,n/a,0.0,0.0,0
Q107424266,Sam & Max 302: The Tomb of Sammun-Mak,0.7857180674970731,0,1.0,0,0,0.31428722699882927,0.0,n/a,0.0,0.0,0
Q107424267,Sam & Max 303: They Stole Max's Brain!,0.8251276663627339,0,1.0,0,0,0.3300510665450936,0.0,n/a,0.0,0.0,0
Q107424269,Sam & Max 304: Beyond the Alley of the Dolls,0.8050790434713212,0,1.0,0,0,0.3220316173885285,0.0,n/a,0.0,0.0,0
Q107424270,Sam & Max 305: The City that Dares not Sleep,0.8407538217792032,0,1.0,0,0,0.3363015287116813,0.0,n/a,0.0,0.0,0
Q2127932,Puzzle Agent,0.8792601049140089,0.7,1.0,0,0.0,0.35170404196560356,0.189,n/a,0.0,0.0,0.5407040419656035
Q1963135,Poker Night at the Inventory (2010 Original Version),0.8936042766557184,0.77,1.0,0,0.0,0.35744171066228736,0.20790000000000003,n/a,0.0,0.0,0
Q613511,Back to the Future: Ep 1 - It's About Time,0.8697485342551835,0.66,1.0,0,0.0,0.34789941370207345,0.17820000000000003,n/a,0.0,0.0,0
Q725902,STAR WARS™ Knights of the Old Republic™,0.9079393863211626,0.94,0.9,0,0.04603044389754808,0.36317575452846507,0.2538,n/a,0.0,0.005983957706681251,0
Q55291,STAR WARS™ Jedi Knight: Dark Forces II,0.7912957892629897,0.91,1.0,0,0,0.3165183157051959,0.24570000000000003,n/a,0.0,0.0,0.5622183157051959
Q55301,STAR WARS™ Jedi Knight: Mysteries of the Sith™,0.6341878515953007,0,1.0,0,0.0,0.2536751406381203,0.0,n/a,0.0,0.0,0.2536751406381203
Q55287,STAR WARS™: Dark Forces,0.8745086985469902,0,1.0,0,0.018080210387902692,0.3498034794187961,0.0,n/a,0.0,0.00235042735042735,0.3521539067692234
Q55214,LEGO® Star Wars™: The Complete Saga,0.9649030763296904,0.78,1.0,0,0.1816101816101816,0.3859612305318762,0.2106,n/a,0.0,0.02360932360932361,0
Q55228,LEGO® Star Wars™ III: The Clone Wars™,0.9430674291260605,0.75,0.9,0,0.0,0.3772269716504242,0.2025,n/a,0.0,0.0,0.5217542744853818
Q1440462,The Lord of the Rings: War in the North,0.807872110553443,0.61,1.0,0,1,0.32314884422137724,0.1647,n/a,0.0,0.13,0
Q907508,Tom Clancy's Splinter Cell: Conviction,0.7098837850287514,0.85,1.0,0,0,0.28395351401150054,0.2295,n/a,0.0,0.0,0.5134535140115005
Q211735,Assassin's Creed II,0.8919832090344987,0.9,1.0,0,0.30871284602627885,0.3567932836137995,0.24300000000000002,n/a,0.0,0.040132669983416254,0.6399259535972157
Q917588,Prince of Persia: The Forgotten Sands,0.6899162134509637,0.74,1.0,0,0.0,0.2759664853803855,0.1998,n/a,0.0,0.0,0.47576648538038546
Q746228,Batman: Arkham Asylum GOTY Edition,0.9620289893952014,0.92,1.0,0,0.4311572096806996,0.3848115957580806,0.24840000000000004,n/a,0.0,0.05605043725849095,0.6892620330165715
Q2632229,Trine 2,0.9497905896113238,0.84,1.0,0,0,0.37991623584452955,0.2268,n/a,0.0,0.0,0
Q914334,Toki Tori,0.8637119550298339,0.79,1.0,0,1,0.34548478201193356,0.21330000000000002,n/a,0.0,0.13,0.6887847820119336
Q3047547,EDGE,0.9075072983853746,0,1.0,0,0.0,0.36300291935414986,0.0,n/a,0.0,0.0,0.36300291935414986
Q1513013,Risen,0.8823520391664325,0.6,1.0,0,0.0,0.352940815666573,0.162,n/a,0.0,0.0,0.514940815666573
Q1784048,Super Meat Boy,0.9402438938746907,0.9,1.0,0,0.015550676911818514,0.3760975575498763,0.24300000000000002,n/a,0.0,0.002021587998536407,0
Q2636097,Serious Sam 3: BFE,0.8781888371465916,0.72,0.9,0,0.0,0.35127553485863666,0.19440000000000002,n/a,0.0,0.0,0
Q4040378,Hammerfight,0.7101554631762785,0,0.9,0,0.0,0.2840621852705114,0.0,n/a,0.0,0.0,0.2556559667434603
Q201792,Torchlight,0.9000257267317379,0.81,1.0,0,0.0,0.3600102906926952,0.21870000000000003,n/a,0.0,0.0,0
Q3115716,Gratuitous Space Battles,0.6723991584556075,0.72,0.5,0,0.5903866248693835,0.26895966338224303,0.19440000000000002,n/a,0.0,0.07675026123301987,0
Q7715624,The Bard's Tale,0.7283580828798182,0,0.75,0,0,0.2913432331519273,0.0,n/a,0.0,0.0,0.21850742486394548
Q1416194,Magicka,0.8501731695179516,0.74,0.9,0,0,0.34006926780718066,0.1998,n/a,0.0,0.0,0
Q162751,Metro 2033,0.9234252502061622,0.77,1.0,0,0,0.3693701000824649,0.20790000000000003,n/a,0.0,0.0,0.5772701000824649
Q569898,Metro: Last Light Complete Edition,0.9334457871644217,0.82,0.9,0,0.01095690284879474,0.3733783148657687,0.2214,n/a,0.0,0.0014243973703433163,0.5365824410125009
Q842431,Dead Space 2,0.936981956005934,0.57,1.0,0,0.08253692441355343,0.3747927824023736,0.1539,n/a,0.0,0.010729800173761945,0
Q1339030,LIMBO,0.9205119589607242,0.9,1.0,0,0,0.3682047835842897,0.24300000000000002,n/a,0.0,0.0,0.6112047835842898
Q677351,Assassin's Creed Brotherhood,0.8800864629352534,0.89,0.9,0,0,0.35203458517410136,0.2403,n/a,0.0,0.0,0.5331011266566912
Q2796462,Greed Corp,0.8303098972832443,0.79,1.0,0,0.0,0.33212395891329777,0.21330000000000002,n/a,0.0,0.0,0.5454239589132978
Q6730529,Magic: The Gathering — Duels of the Planeswalkers 2012,0.8566028112886147,0,0.9,0,0.08462211847096585,0.3426411245154459,0.0,n/a,0.0,0.01100087540122556,0
Q893422,Borderlands 2,0.8938801089434217,0.89,1.0,0,0,0.3575520435773687,0.2403,n/a,0.0,0.0,0
Q2892925,Beat Hazard,0.940805797925311,0.7,1.0,0,0.04809013465237703,0.37632231917012443,0.189,n/a,0.0,0.0062517175048090136,0.5715740366749335
Q59154,Mafia II (Classic),0.9366913828313594,0.74,1.0,0,0.0,0.3746765531325438,0.1998,n/a,0.0,0.0,0.5744765531325438
Q962443,Spec Ops: The Line,0.9317840595448761,0.76,1.0,0,0.0,0.3727136238179505,0.20520000000000002,n/a,0.0,0.0,0
Q1166313,Darksiders,0.8857487158212632,0.83,0.9,0,0,0.35429948632850533,0.2241,n/a,0.0,0.0,0.5205595376956549
Q2560167,Red Faction: Armageddon,0.7149054489734231,0.71,0.9,0,0,0.28596217958936926,0.1917,n/a,0.0,0.0,0
Q1801455,Saints Row: The Third,0.9549510965785425,0.84,0.9,0,0,0.381980438631417,0.2268,n/a,0.0,0.0,0
Q1086249,"Warhammer 40,000: Dawn of War II - Retribution",0.8990275054938227,0,0.9,0,0.0,0.3596110021975291,0.0,n/a,0.0,0.0,0.3236499019777762
Q22986,Amnesia: The Dark Descent,0.9434633030495557,0.85,1.0,0,0.0,0.3773853212198223,0.2295,n/a,0.0,0.0,0.6068853212198223
Q4973485,Broken Sword 1 - Shadow of the Templars: Director's Cut (2009),0.9223262334460696,0.74,1.0,0,0.0,0.36893049337842787,0.1998,n/a,0.0,0.0,0.5687304933784278
Q962129,Duke Nukem Forever,0.6845055351715005,0.49,1.0,0,0,0.2738022140686002,0.1323,n/a,0.0,0.0,0
Q2462284,Blood Bowl: Legendary Edition,0.7284468463597683,0.73,0.9,0,0,0.29137873854390733,0.1971,n/a,0.0,0.0,0.4396308646895166
Q2085997,Wargame: European Escalation,0.7649155695925837,0.81,0.9,0,0.0,0.3059662278370335,0.21870000000000003,n/a,0.0,0.0,0.4721996050533302
Q5874537,HOARD,0.7842560427420818,0.65,0.0,0,0.0,0.3137024170968328,0.17550000000000002,n/a,0.0,0.0,0.0
Q2904848,BIT.TRIP BEAT,0.7779857390344076,0.8,1.0,0,0.0,0.31119429561376305,0.21600000000000003,n/a,0.0,0.0,0.5271942956137631
Q2904853,BIT.TRIP RUNNER,0.8455411269340879,0.76,0.9,0,0.0,0.33821645077363516,0.20520000000000002,n/a,0.0,0.0,0.4890748056962717
Q766077,Dungeon Defenders,0.928049072100403,0.77,0.9,0,0.0,0.37121962884016124,0.20790000000000003,n/a,0.0,0.0,0.5212076659561451
Q4053292,The Bureau: XCOM Declassified,0.6931719179578177,0.66,1.0,0,0.0,0.2772687671831271,0.17820000000000003,n/a,0.0,0.0,0.4554687671831271
Q245749,The Darkness II,0.9118567135688705,0.8,1.0,0,0,0.36474268542754823,0.21600000000000003,n/a,0.0,0.0,0.5807426854275483
Q5766,VVVVVV,0.9582189813756748,0.83,1.0,0,0,0.38328759255026995,0.2241,n/a,0.0,0.0,0.60738759255027
Q16273337,Evochron Mercenary,0.7289148601533932,0.7,0.75,0,0,0.29156594406135733,0.189,n/a,0.0,0.0,0.36042445804601797
Q323862,The Elder Scrolls V: Skyrim,0.947155900658441,0.96,0.9,0,1,0.37886236026337644,0.2592,n/a,0.0,0.13,0
Q2067185,Anomaly Warzone Earth,0.8598687619884181,0.8,1.0,0,0.0,0.3439475047953673,0.21600000000000003,n/a,0.0,0.0,0.5599475047953673
Q2617354,Sanctum,0.8823549541617397,0.7,1.0,0,0.37980589772303097,0.3529419816646959,0.189,n/a,0.0,0.04937476670399403,0
Q3492558,SpaceChem,0.9137553704809217,0.84,0.9,0,0.10440562319863537,0.3655021481923687,0.2268,n/a,0.0,0.0135727310158226,0.5452873912873721
Q3161507,Jamestown,0.9304118713009719,0.81,1.0,0,0.0,0.3721647485203888,0.21870000000000003,n/a,0.0,0.0,0.5908647485203888
Q4034780,Back to the Future: Ep 2 - Get Tannen!,0.8333517476611362,0.74,1.0,0,0,0.3333406990644545,0.1998,n/a,0.0,0.0,0
Q4034779,Back to the Future: Ep 3 - Citizen Brown,0.8475531201326707,0.71,1.0,0,0,0.3390212480530683,0.1917,n/a,0.0,0.0,0
Q4034782,Back to the Future: Ep 4 - Double Visions,0.8300686944284675,0.71,1.0,0,0.0,0.332027477771387,0.1917,n/a,0.0,0.0,0
Q4034783,Back to the Future: Ep 5 - OUTATIME,0.8585913843139413,0.75,1.0,0,0,0.3434365537255766,0.2025,n/a,0.0,0.0,0
Q6093497,Puzzle Agent 2,0.8529691342436972,0.63,1.0,0,0.0,0.34118765369747894,0.1701,n/a,0.0,0.0,0.511287653697479
Q16266664,Solar 2,0.8970046030394111,0.72,1.0,0,0.0,0.35880184121576447,0.19440000000000002,n/a,0.0,0.0,0.5532018412157644
Q4039041,Frozen Synapse,0.8124653781714416,0.85,1.0,0,0.026746907388833167,0.32498615126857666,0.2295,n/a,0.0,0.003477097960548312,0.557963249229125
Q2782635,Dungeons of Dredmor,0.9317012572186544,0.79,0.9,0,0.0,0.3726805028874618,0.21330000000000002,n/a,0.0,0.0,0.5273824525987156
Q29884355,NightSky,0.8655758788656513,0.75,1.0,0,0.0,0.3462303515462606,0.2025,n/a,0.0,0.0,0.5487303515462606
Q940775,Kingdoms of Amalur: Reckoning™,0.8734780194338085,0.8,1.0,0,0.0002865165320038966,0.34939120777352345,0.21600000000000003,n/a,0.0,3.724714916050656e-05,0
Q1067214,Orcs Must Die!,0.9545339728768313,0.79,1.0,0,0.0,0.38181358915073255,0.21330000000000002,n/a,0.0,0.0,0
Q332697,Terraria,0.9736298225500284,0.81,1.0,0,0.16453084274543875,0.38945192902001136,0.21870000000000003,n/a,0.0,0.02138900955690704,0.6295409385769184
Q810662,Bastion,0.9506375432415762,0.86,1.0,0,0.0,0.3802550172966305,0.23220000000000002,n/a,0.0,0.0,0.6124550172966305
Q71729150,Breath of Death VII ,0.8175035405077455,0,1.0,0,0.0,0.32700141620309825,0.0,n/a,0.0,0.0,0.32700141620309825
Q22662941,Cthulhu Saves the World ,0.9083680975980205,0.78,0.9,0,0.0,0.36334723903920824,0.2106,n/a,0.0,0.0,0.5165525151352874
Q7800668,Ticket to Ride,0.8458058568401277,0.7,0.9,0,0,0.3383223427360511,0.189,n/a,0.0,0.0,0
Q671152,Crysis 2 Maximum Edition,0.8476337474542164,0.84,1.0,0,0.1625,0.3390534989816866,0.2268,n/a,0.0,0.021125,0
Q3467448,Guardians of Middle-earth,0.22126620790711432,0.71,1.0,0,0.0,0.08850648316284573,0.1917,n/a,0.0,0.0,0
Q3320085,Monaco,0.8993629106038211,0.83,0.9,0,0.0,0.35974516424152847,0.2241,n/a,0.0,0.0,0.5254606478173756
Q288811,Batman: Arkham City GOTY,0.9603151714862772,0.94,1.0,0,0.0,0.3841260685945109,0.2538,n/a,0.0,0.0,0.637926068594511
Q26097,XCOM: Enemy Unknown,0.9298555685380625,0.89,1.0,0,0.07290294246815986,0.37194222741522504,0.2403,n/a,0.0,0.009477382520860781,0.6217196099360859
Q226805,Torchlight II,0.9240104821601248,0.88,1.0,0,1,0.36960419286404994,0.2376,n/a,0.0,0.13,0
Q1051853,Cave Story+,0.9232904022154724,0.88,0.9,0,0.0,0.369316160886189,0.2376,n/a,0.0,0.0,0.5462245447975702
Q14124718,X3: Albion Prelude,0.9121116769558876,0.75,0.75,0,0.0,0.36484467078235505,0.2025,n/a,0.0,0.0,0.4255085030867663
Q13220119,Toki Tori 2+,0.8294880003023625,0.76,1.0,0,0.0,0.331795200120945,0.20520000000000002,n/a,0.0,0.0,0.536995200120945
Q765239,Orcs Must Die! 2,0.9196127833543863,0.83,0.9,0,0.45650730411686585,0.36784511334175457,0.2241,n/a,0.0,0.059345949535192566,0
Q2368168,Jurassic Park: The Game,0.673835166501432,0.54,0.9,0,0.0,0.26953406660057283,0.1458,n/a,0.0,0.0,0.37380065994051553
Q739654,Assassin's Creed Revelations,0.8389015906076496,0.8,1.0,0,0.0,0.3355606362430599,0.21600000000000003,n/a,0.0,0.0,0.5515606362430598
Q71730105,Dynamite Jack,0.8216772856441308,0,0.0,0,0.0,0.3286709142576523,0.0,n/a,0.0,0.0,0.0
Q1757876,Tomb Raider,0.9596230766844178,0.86,1.0,0,1,0.38384923067376714,0.23220000000000002,n/a,0.0,0.13,0
Q2071060,Superbrothers: Sword & Sworcery EP,0.7576471276914116,0.86,0.9,0,0.0,0.30305885107656466,0.23220000000000002,n/a,0.0,0.0,0.48173296596890824
Q1341780,LEGO® Harry Potter: Years 5-7,0.8806687289404291,0.77,1.0,0,0.0,0.35226749157617165,0.20790000000000003,n/a,0.0,0.0,0.5601674915761716
Q2067220,Confrontation,0.22039743480241997,0.51,0.9,0,0.0,0.088158973920968,0.13770000000000002,n/a,0.0,0.0,0.20327307652887122
Q323264,Dishonored,0.9753069278699171,0.8,1.0,0,1,0.3901227711479669,0.21600000000000003,n/a,0.0,0.13,0
